ID,Sex,Age,Height,Weight,Country,Year,Sport,Medal
66338,M,26,193,77,Canada,1996,Cycling,NA
66340,F,19,165,60,USA,1952,Athletics,NA
66362,M,21,170,69,USA,1896,Athletics,Bronze
66379,F,15,170,50,Italy,1972,Swimming,NA
66385,M,20,198,82,USA,1988,Swimming,Gold
66417,F,23,160,56,Germany,1964,Athletics,NA
66445,M,30,188,73,France,2004,Cycling,NA
66499,M,31,172,60,France,2000,Athletics,NA
66582,M,21,180,76,Italy,1936,Athletics,NA
66582,M,21,180,76,Italy,1936,Athletics,Silver
66612,M,24,179,69,Australia,2008,Athletics,NA
66728,M,22,178,63,Australia,1976,Athletics,NA
66761,F,19,163,48,USA,1972,Athletics,NA
66853,F,20,183,73,USA,2012,Swimming,NA
66857,M,20,185,79,USA,1960,Swimming,Gold
66955,F,19,179,57,Italy,1984,Swimming,NA
66955,F,19,179,57,Italy,1984,Swimming,NA
66984,F,21,167,60,UK,2012,Cycling,NA
67071,F,20,167,52,France,1928,Athletics,NA
67122,M,25,183,76,USA,1996,Cycling,NA
67286,M,20,172,66,China,1984,Cycling,NA
67308,M,30,171,61,Australia,1960,Athletics,NA
67308,M,30,171,61,Australia,1960,Athletics,NA
67317,F,30,173,59,USA,1992,Athletics,NA
67325,F,25,165,50,UK,1996,Cycling,NA
67378,F,19,168,61,Canada,1968,Swimming,NA
67475,F,17,178,68,China,1992,Swimming,NA
67494,M,21,174,64,France,1968,Cycling,NA
67499,F,22,163,63,France,2008,Cycling,Silver
67558,M,24,188,77,USA,2008,Cycling,NA
67616,F,25,177,63,Russia,1996,Athletics,NA
67625,F,28,170,61,Russia,2004,Athletics,Bronze
67625,F,32,170,61,Russia,2008,Athletics,Silver
67636,M,23,194,85,Germany,2012,Swimming,NA
67640,M,26,183,74,Canada,1988,Athletics,NA
67653,M,25,188,78,France,2008,Swimming,NA
67656,F,36,156,50,France,2008,Cycling,NA
67746,F,19,183,73,USA,2016,Swimming,Gold
67874,F,22,173,62,UK,2004,Swimming,NA
68184,F,29,165,62,China,2016,Cycling,NA
68364,M,21,170,62,Germany,1912,Athletics,NA
68371,M,24,188,82,Germany,1992,Cycling,Gold
68510,M,34,173,62,USA,2008,Cycling,Bronze
68581,F,26,158,49,France,2000,Athletics,NA
68622,M,17,183,78,Australia,1984,Swimming,NA
68741,F,19,167,60,Australia,2004,Swimming,Gold
68741,F,19,167,60,Australia,2004,Swimming,Bronze
68749,M,23,181,79,USA,1960,Swimming,NA
68796,F,17,168,58,Italy,1952,Athletics,NA
68796,F,21,168,58,Italy,1956,Athletics,NA
68796,F,21,168,58,Italy,1956,Athletics,NA
68917,F,26,160,49,France,1988,Athletics,NA
68917,F,26,160,49,France,1988,Athletics,NA
68928,F,20,170,55,France,1988,Athletics,NA
68953,F,24,174,60,Germany,1988,Athletics,NA
69055,M,26,180,63,Germany,1968,Athletics,NA
69128,F,28,157,47,France,1996,Athletics,NA
69154,M,27,176,72,UK,2016,Athletics,NA
69173,M,29,182,87,Germany,2016,Cycling,NA
69187,M,27,167,64,France,1928,Athletics,NA
69210,M,27,188,80,USA,1988,Athletics,Gold
69210,M,31,188,80,USA,1992,Athletics,Gold
69210,M,35,188,80,USA,1996,Athletics,Gold
69221,F,23,176,68,UK,1996,Athletics,NA
69243,M,23,174,67,UK,1948,Athletics,NA
69243,M,27,174,67,UK,1952,Athletics,NA
69259,M,23,188,84,USA,1992,Athletics,Gold
69304,M,16,184,75,China,1988,Swimming,NA
69304,M,16,184,75,China,1988,Swimming,NA
69304,M,19,184,75,China,1992,Swimming,NA
69304,M,19,184,75,China,1992,Swimming,NA
69305,M,28,174,60,China,1988,Athletics,NA
69344,M,23,180,75,China,1988,Athletics,NA
69346,F,25,175,100,China,2004,Athletics,NA
69352,M,19,187,81,China,2016,Swimming,NA
69389,F,18,180,70,China,2004,Swimming,Silver
69390,F,20,155,45,China,2000,Athletics,NA
69406,F,21,167,56,China,2004,Swimming,NA
69414,F,17,172,56,China,1984,Swimming,NA
69484,M,20,194,100,China,1996,Athletics,NA
69501,M,29,190,80,China,1996,Athletics,NA
69518,M,23,191,85,China,2016,Swimming,NA
69519,M,22,178,65,China,2008,Athletics,NA
69532,M,22,199,98,China,2012,Swimming,NA
69550,F,29,179,85,China,2008,Athletics,NA
69557,M,21,188,77,China,2004,Athletics,NA
69580,M,22,172,55,China,1996,Athletics,NA
69586,F,26,170,55,China,2012,Athletics,NA
69612,F,27,172,60,China,2012,Cycling,NA
69699,M,22,173,68,UK,1924,Athletics,Bronze
69800,M,24,173,61,USA,1906,Athletics,Silver
69800,M,26,173,61,USA,1908,Athletics,NA
69880,M,23,183,76,UK,1992,Cycling,NA
69938,F,25,182,76,Germany,1960,Athletics,NA
69950,F,19,180,64,Canada,1992,Swimming,NA
70127,F,25,173,60,Germany,2012,Athletics,NA
70201,M,19,174,66,Germany,1956,Athletics,NA
70320,M,38,177,116,Italy,2016,Athletics,NA
70332,M,23,191,66,Germany,2012,Athletics,NA
70418,F,18,171,68,Germany,2012,Swimming,NA
70438,M,19,183,70,USA,1968,Athletics,NA
70481,F,26,188,105,Russia,1988,Athletics,Gold
70507,F,30,164,60,Russia,1980,Athletics,NA
70538,M,30,180,106,Russia,1988,Athletics,Gold
70564,M,23,185,65,China,2008,Athletics,NA
70610,F,24,170,68,China,2000,Swimming,NA
70666,F,24,171,62,China,2012,Swimming,NA
70667,F,25,165,52,China,2012,Cycling,NA
70679,F,17,178,69,China,2016,Swimming,NA
70690,M,22,188,75,China,2004,Swimming,NA
70728,F,19,182,72,UK,1980,Athletics,NA
70745,M,22,188,80,UK,1928,Athletics,NA
70749,F,25,174,65,Australia,1996,Swimming,NA
70860,M,25,170,62,Australia,2008,Cycling,NA
70896,M,20,178,74,Canada,1936,Athletics,NA
70921,M,31,193,86,Germany,2004,Athletics,NA
70922,M,19,193,85,Russia,2008,Swimming,NA
70965,M,24,188,88,USA,2008,Swimming,Bronze
70965,M,27,188,88,USA,2012,Swimming,Gold
70967,F,25,168,58,Australia,1992,Athletics,NA
70995,M,23,203,91,Germany,1988,Swimming,NA
70995,M,23,203,91,Germany,1988,Swimming,Silver
71037,M,25,193,123,USA,1984,Athletics,NA
71037,M,41,193,123,USA,2000,Athletics,NA
71153,M,24,180,78,Italy,1956,Athletics,NA
71169,M,23,180,69,USA,2008,Athletics,NA
71196,M,24,193,118,USA,1964,Athletics,Gold
71200,F,27,165,64,UK,1948,Athletics,NA
71201,F,18,163,60,UK,1964,Swimming,NA
71213,F,13,170,66,UK,1984,Swimming,NA
71236,F,37,164,48,France,1996,Cycling,Silver
71236,F,37,164,48,France,1996,Cycling,Gold
71236,F,41,164,48,France,2000,Cycling,NA
71236,F,49,164,48,France,2008,Cycling,NA
71485,M,23,194,85,Russia,1996,Swimming,Silver
71493,M,19,175,65,UK,1964,Swimming,NA
71500,M,28,170,62,USA,1904,Athletics,NA
71534,M,27,190,106,Germany,1960,Athletics,NA
71576,M,28,181,78,Australia,1984,Athletics,NA
71588,M,25,192,120,Germany,1968,Athletics,NA
71622,F,22,165,50,France,2012,Athletics,NA
71632,M,20,182,81,Germany,1960,Swimming,NA
71641,F,20,172,66,China,1992,Swimming,NA
71651,F,29,166,55,France,2008,Athletics,NA
71708,M,22,177,70,France,1984,Cycling,NA
71739,F,21,167,61,USA,1992,Swimming,NA
71756,F,23,173,59,Canada,1976,Athletics,NA
71793,F,21,172,60,Germany,1980,Athletics,Silver
71895,F,15,165,53,China,1992,Swimming,NA
71899,F,16,170,60,China,1992,Swimming,NA
71933,M,23,182,76,China,2012,Swimming,Bronze
71969,M,23,192,80,Germany,1988,Athletics,Bronze
72053,M,24,180,73,USA,1964,Athletics,NA
72077,M,22,196,82,Germany,1996,Swimming,Bronze
72109,M,20,182,82,Germany,1980,Cycling,NA
72109,M,36,182,82,Germany,1996,Cycling,NA
72371,M,21,179,70,Italy,1908,Athletics,NA
72379,M,25,181,72,France,1948,Athletics,NA
72443,F,21,161,53,France,1964,Athletics,NA
72446,M,28,183,76,Germany,2008,Swimming,Bronze
72518,M,27,186,75,Germany,1976,Cycling,Gold
72622,F,19,157,52,UK,1972,Athletics,NA
72631,M,21,185,75,Australia,1984,Cycling,NA
72681,F,28,180,85,Russia,2012,Athletics,Gold
72688,M,21,185,80,USA,1984,Athletics,NA
72865,M,27,177,63,USA,1976,Athletics,NA
72883,M,20,180,70,USA,1924,Athletics,Gold
73004,M,19,173,66,UK,1912,Athletics,NA
73050,F,20,161,52,Australia,2004,Swimming,NA
73094,F,18,172,70,Canada,2012,Swimming,NA
73094,F,22,172,70,Canada,2016,Swimming,NA
73095,M,29,174,87,UK,2000,Cycling,NA
73132,F,18,163,50,Canada,1984,Swimming,NA
73139,M,20,181,73,Canada,2000,Athletics,NA
73180,M,31,176,67,UK,1988,Athletics,NA
73218,M,21,179,74,France,1980,Cycling,NA
73221,F,30,168,58,USA,2016,Athletics,Gold
73289,M,25,196,87,Canada,1984,Swimming,NA
73535,M,18,179,69,UK,1972,Swimming,NA
73601,M,22,180,70,Canada,1972,Swimming,NA
73605,M,26,187,80,Canada,1992,Athletics,NA
73706,F,22,166,56,Germany,1964,Athletics,NA
73817,M,31,192,100,Russia,2004,Athletics,Bronze
73921,M,23,174,57,Russia,2000,Athletics,NA
73967,F,20,173,63,Canada,1996,Swimming,NA
73967,F,20,173,63,Canada,1996,Swimming,NA
74043,M,29,169,60,France,1908,Athletics,NA
74120,M,28,196,84,France,2012,Swimming,NA
74295,F,21,180,69,France,2008,Swimming,NA
74295,F,25,180,69,France,2012,Swimming,NA
74333,M,27,191,90,UK,1988,Athletics,NA
74381,F,28,183,84,Germany,1984,Athletics,NA
74446,M,27,183,79,France,1924,Athletics,NA
74487,M,18,188,65,Germany,1968,Swimming,NA
74491,F,19,172,61,USA,1956,Swimming,NA
74640,F,22,175,57,USA,1948,Athletics,NA
74656,M,21,178,78,Italy,1964,Cycling,Silver
74685,M,26,176,76,Australia,1996,Athletics,NA
74685,M,26,176,76,Australia,1996,Athletics,NA
74791,M,25,178,60,Italy,1980,Athletics,NA
74791,M,29,178,60,Italy,1984,Athletics,NA
74913,M,27,186,78,Italy,1932,Athletics,Bronze
74950,F,24,173,65,USA,2016,Swimming,Gold
75071,F,25,175,68,Russia,1976,Athletics,NA
75092,M,22,177,72,Italy,1976,Cycling,NA
75163,M,23,183,73,Russia,1980,Athletics,Gold
75178,M,17,181,81,Russia,1996,Cycling,NA
75178,M,21,181,81,Russia,2000,Cycling,NA
75178,M,29,181,81,Russia,2008,Cycling,NA
75187,M,28,174,64,Russia,2000,Athletics,NA
75263,M,24,180,72,USA,1920,Athletics,NA
75420,F,22,170,67,UK,2004,Swimming,NA
75420,F,26,170,67,UK,2008,Swimming,NA
75582,F,24,173,65,Canada,2012,Athletics,NA
75590,F,21,170,66,USA,1988,Athletics,NA
75622,M,23,169,62,France,1972,Cycling,NA
75651,M,29,182,75,France,1956,Athletics,NA
75653,M,24,176,77,UK,1964,Swimming,NA
75656,F,24,168,47,Australia,1984,Athletics,NA
75656,F,36,168,47,Australia,1996,Athletics,NA
75814,M,24,164,50,France,2000,Cycling,Gold
75910,M,28,169,58,France,1992,Athletics,NA
75970,F,20,179,64,Russia,2008,Swimming,NA
76096,M,29,192,91,Russia,2000,Athletics,NA
76126,M,23,181,78,Russia,1968,Athletics,NA
76167,M,21,186,67,Canada,2008,Athletics,NA
76218,F,20,173,61,Canada,2016,Swimming,Bronze
76233,M,26,188,95,USA,2008,Cycling,NA
76307,F,25,170,60,Italy,1984,Athletics,NA
76406,F,26,170,64,Australia,1960,Athletics,NA
76481,M,27,196,92,Australia,2004,Swimming,Silver
76577,M,21,171,73,Japan,1964,Swimming,NA
76585,F,22,168,65,Japan,2012,Swimming,NA
76592,F,14,161,56,Japan,1972,Swimming,NA
76624,M,23,179,80,Japan,1996,Swimming,NA
76672,M,23,177,67,UK,1908,Cycling,NA
76929,F,30,181,60,Italy,2000,Athletics,Silver
77028,M,33,180,65,UK,2004,Athletics,NA
77072,M,17,190,82,Russia,1964,Swimming,NA
77107,M,20,174,67,Japan,1996,Athletics,NA
77111,M,16,185,75,Russia,1988,Swimming,Silver
77216,M,20,184,78,Australia,1988,Swimming,NA
77250,M,21,188,83,Australia,2012,Athletics,NA
77265,F,36,163,47,Canada,1996,Athletics,NA
77315,M,30,183,70,USA,2004,Cycling,NA
77335,F,17,177,66,Australia,1968,Swimming,NA
77338,M,24,187,70,Canada,1988,Athletics,NA
77360,M,27,180,70,Australia,2012,Cycling,NA
77362,F,25,178,63,UK,2004,Athletics,NA
77387,M,30,188,70,UK,2012,Athletics,NA
77391,M,22,183,78,UK,1948,Athletics,Silver
77455,M,24,182,70,Australia,1996,Cycling,NA
77466,F,16,173,65,Australia,1968,Swimming,NA
77505,M,22,185,70,Australia,2016,Swimming,NA
77511,M,28,171,67,Australia,2000,Cycling,NA
77522,M,24,178,74,UK,1984,Athletics,NA
77576,M,36,182,115,USA,1912,Athletics,Gold
77577,M,24,175,70,Australia,1972,Athletics,NA
77579,M,32,176,62,Canada,2008,Cycling,NA
77582,M,20,185,80,UK,1964,Swimming,NA
77582,M,24,185,80,UK,1968,Swimming,NA
77608,F,17,174,63,Canada,1960,Swimming,NA
77692,F,21,170,62,Canada,1952,Athletics,NA
77716,F,22,180,60,Australia,2016,Swimming,Bronze
77719,M,19,186,88,Australia,1980,Swimming,NA
77719,M,23,186,88,Australia,1984,Swimming,NA
77766,F,22,173,62,USA,2008,Athletics,NA
77844,M,24,183,102,USA,1996,Athletics,NA
77855,M,23,166,68,UK,1980,Athletics,NA
77870,F,24,173,69,USA,2012,Athletics,NA
77915,M,23,165,65,USA,1988,Athletics,NA
77929,F,31,175,68,Australia,2000,Athletics,NA
77935,M,20,178,73,Canada,1936,Athletics,NA
77968,F,15,170,54,Australia,1984,Swimming,NA
77990,M,26,191,82,UK,2004,Swimming,NA
77993,F,25,168,55,Canada,1936,Athletics,NA
77995,F,23,172,64,USA,1988,Swimming,Silver
77997,M,26,176,77,UK,1964,Athletics,NA
78005,F,24,165,70,Australia,2008,Cycling,Silver
78005,F,28,165,70,Australia,2012,Cycling,Gold
78005,F,32,165,70,Australia,2016,Cycling,NA
78020,M,32,188,118,Italy,1964,Athletics,NA
78136,M,19,178,76,Germany,2004,Swimming,Silver
78136,M,27,178,76,Germany,2012,Swimming,NA
78170,M,20,169,57,Australia,2000,Athletics,NA
78285,F,24,169,67,Germany,2004,Cycling,NA
78297,F,22,173,56,Germany,1992,Athletics,NA
78299,F,15,187,80,Germany,1988,Swimming,Bronze
78347,M,23,190,75,France,2008,Athletics,Silver
78440,M,23,175,76,Russia,1960,Cycling,NA
78496,F,31,174,88,Russia,1976,Athletics,NA
78496,F,35,174,88,Russia,1980,Athletics,NA
78644,M,23,167,60,USA,1976,Athletics,NA
78746,M,20,180,73,Italy,1972,Athletics,Bronze
78755,F,23,182,64,Germany,2000,Athletics,NA
78776,F,26,183,70,Germany,2012,Swimming,NA
78776,F,30,183,70,Germany,2016,Swimming,NA
78786,M,24,187,83,France,1972,Swimming,NA
78869,M,20,175,71,USA,1912,Athletics,NA
78869,M,20,175,71,USA,1912,Athletics,Gold
78894,M,31,186,78,Italy,2004,Swimming,NA
78956,F,20,165,52,USA,1976,Athletics,NA
78964,M,30,191,86,USA,2016,Athletics,NA
78982,M,23,186,80,USA,1968,Swimming,NA
78984,M,34,191,105,Germany,2000,Athletics,NA
79106,M,22,188,87,UK,1964,Athletics,NA
79143,M,16,179,70,Australia,1976,Swimming,NA
79194,M,22,185,67,Germany,1992,Cycling,Gold
79194,M,22,185,67,Germany,1992,Cycling,NA
79208,F,21,172,60,France,1968,Athletics,NA
79251,F,16,188,70,Germany,1972,Athletics,Gold
79351,F,20,175,65,Germany,2012,Swimming,NA
79461,M,19,171,59,Germany,1912,Athletics,NA
79481,M,28,190,87,UK,1964,Athletics,NA
79553,F,24,168,58,Russia,2008,Athletics,Silver
79707,M,16,178,68,Russia,1976,Swimming,NA
79780,M,29,195,105,Germany,1964,Athletics,NA
79785,M,27,188,109,UK,1984,Athletics,NA
79854,M,35,191,78,UK,2012,Cycling,NA
79881,M,24,180,80,USA,2016,Swimming,Gold
79886,F,18,155,54,Canada,1968,Athletics,NA
79894,M,20,191,85,UK,1960,Athletics,NA
79901,M,22,188,79,Australia,1996,Athletics,NA
79914,M,25,182,74,Australia,1988,Athletics,NA
79969,F,18,175,63,Australia,2004,Swimming,NA
79970,M,26,180,68,USA,1964,Athletics,NA
79978,M,19,188,85,UK,1972,Swimming,NA
80003,M,26,165,60,Canada,2008,Athletics,NA
80003,M,34,165,60,Canada,2016,Athletics,NA
80089,M,17,183,86,USA,1900,Athletics,NA
80151,M,23,181,69,Italy,1980,Cycling,NA
80195,M,24,191,93,Canada,2000,Swimming,NA
80326,F,14,161,48,Italy,1972,Swimming,NA
80399,M,26,175,70,USA,1992,Athletics,Gold
80428,M,21,183,71,Australia,1976,Athletics,NA
80435,M,19,185,77,Australia,1996,Swimming,NA
80435,M,23,185,77,Australia,2000,Swimming,NA
80435,M,23,185,77,Australia,2000,Swimming,Silver
80532,M,22,173,65,Japan,1988,Swimming,NA
80536,M,27,167,67,Japan,1988,Cycling,NA
80537,F,16,169,59,Japan,1976,Swimming,NA
80767,F,17,166,58,Japan,2016,Swimming,NA
81107,M,23,185,82,USA,1932,Swimming,NA
81183,M,26,200,120,Germany,1996,Athletics,NA
81184,F,27,175,82,Germany,1936,Athletics,Bronze
81339,F,22,177,68,France,2004,Swimming,NA
81339,F,26,177,68,France,2008,Swimming,NA
81359,M,28,189,77,France,1996,Cycling,Gold
81370,M,24,194,95,Australia,2012,Swimming,NA
81400,M,23,180,70,Japan,2008,Swimming,NA
81467,F,28,168,53,Canada,2016,Athletics,NA
81470,F,28,175,90,France,2008,Athletics,NA
81545,M,21,191,88,USA,1976,Swimming,Gold
81609,F,18,178,68,Canada,1996,Swimming,NA
81636,F,19,174,59,Australia,1984,Swimming,NA
81668,F,17,178,79,Canada,1984,Swimming,NA
81759,M,25,183,75,Italy,1964,Athletics,Bronze
81827,F,14,168,53,Australia,1968,Swimming,NA
81827,F,18,168,53,Australia,1972,Swimming,NA
82064,F,29,170,46,Russia,2000,Athletics,NA
82072,M,27,175,68,Italy,1996,Athletics,NA
82115,M,25,176,67,Japan,1964,Athletics,NA
82125,M,20,175,64,Japan,1992,Athletics,NA
82125,M,28,175,64,Japan,2000,Athletics,NA
82136,M,27,185,69,Japan,2012,Athletics,NA
82148,F,14,159,49,Japan,1988,Swimming,NA
82185,F,19,178,64,Canada,2008,Swimming,NA
82250,M,24,188,84,USA,1936,Athletics,Gold
82263,M,18,182,72,UK,1980,Swimming,NA
82300,M,19,181,69,USA,1908,Athletics,NA
82399,M,21,180,79,Italy,1972,Cycling,NA
82422,M,23,180,64,Russia,1976,Athletics,NA
82442,M,29,181,80,Russia,1968,Cycling,NA
82594,M,28,175,70,USA,1904,Athletics,NA
82605,M,18,177,73,USA,1964,Cycling,NA
82689,M,21,178,77,Russia,1980,Cycling,Gold
82867,F,27,178,66,USA,2000,Athletics,NA
82927,F,28,170,65,Canada,2016,Athletics,NA
83127,F,30,193,94,Germany,2016,Athletics,NA
83137,F,23,180,67,Germany,1988,Athletics,Silver
83201,F,22,174,63,Germany,2000,Athletics,NA
83270,F,17,171,53,Germany,1972,Athletics,NA
83299,F,14,161,53,China,1988,Swimming,NA
83392,F,18,162,56,USA,2000,Swimming,Silver
83422,M,23,173,67,Japan,1968,Athletics,NA
83424,M,30,165,50,Japan,1936,Athletics,NA
83463,M,21,174,68,USA,1920,Athletics,NA
83502,M,37,187,96,Japan,2012,Athletics,Bronze
83513,F,28,173,60,UK,2004,Athletics,NA
83530,M,19,196,88,USA,1972,Swimming,Gold
83606,F,29,155,51,UK,1996,Cycling,NA
83662,F,25,164,56,Russia,1992,Athletics,NA
83853,M,22,188,84,Canada,1996,Swimming,Bronze
83865,M,32,208,160,UK,2012,Athletics,NA
84066,F,23,166,55,Japan,2004,Swimming,NA
84110,M,25,182,78,Japan,2004,Cycling,NA
84220,F,24,160,53,France,1984,Athletics,NA
84220,F,24,160,53,France,1984,Athletics,NA
84223,F,20,168,57,Australia,1976,Athletics,NA
84236,M,24,185,75,Japan,2004,Athletics,NA
84236,M,28,185,75,Japan,2008,Athletics,NA
84283,M,21,160,61,Japan,1932,Athletics,NA
84295,F,21,165,55,Japan,1988,Swimming,NA
84301,M,21,180,73,Japan,2012,Athletics,NA
84315,F,21,170,67,Japan,2000,Swimming,Silver
84343,F,19,170,57,Japan,1992,Swimming,NA
84343,F,19,170,57,Japan,1992,Swimming,NA
84354,M,24,173,64,Japan,2008,Swimming,NA
84356,M,18,183,78,Japan,1992,Swimming,NA
84359,F,18,162,48,Japan,1996,Swimming,NA
84419,M,23,184,80,Italy,2004,Swimming,NA
84420,F,16,165,56,USA,1992,Swimming,Bronze
84420,F,16,165,56,USA,1992,Swimming,Gold
84467,M,23,170,67,Japan,1928,Athletics,NA
84467,M,28,170,67,Japan,1932,Athletics,Bronze
84481,M,27,177,65,UK,1952,Athletics,NA
84505,M,22,187,84,Australia,2012,Swimming,NA
84549,M,24,185,74,Japan,2008,Athletics,NA
84563,F,24,174,66,Russia,1988,Athletics,NA
84834,M,26,186,78,UK,1984,Athletics,NA
84856,F,21,168,57,Russia,2000,Athletics,Bronze
85020,M,23,184,75,Australia,2008,Swimming,NA
85042,M,25,184,79,USA,1976,Cycling,NA
85120,F,28,174,64,Canada,1988,Cycling,NA
85125,F,21,175,70,Australia,2012,Swimming,Silver
85178,M,23,183,80,USA,2012,Athletics,NA
85185,M,23,165,55,USA,2008,Athletics,NA
85194,M,24,170,63,USA,1912,Athletics,Silver
85197,M,30,183,77,USA,1992,Athletics,NA
85201,M,20,178,66,USA,1968,Swimming,Gold
85214,M,21,183,79,Canada,1972,Athletics,NA
85288,M,19,180,72,Russia,1968,Swimming,Bronze
85345,M,28,178,64,UK,1992,Athletics,NA
85378,F,23,180,72,Italy,2012,Swimming,NA
85426,M,28,197,128,Germany,1972,Athletics,NA
85428,F,26,170,58,Germany,1988,Athletics,NA
85509,M,32,192,85,France,2008,Cycling,NA
85510,M,19,194,80,France,1984,Swimming,NA
85510,M,23,194,80,France,1988,Swimming,NA
85535,M,24,193,77,USA,2008,Athletics,Bronze
85568,M,27,178,70,Canada,1984,Athletics,NA
85637,F,16,168,62,China,1984,Swimming,NA
85643,F,22,158,49,China,1988,Athletics,NA
85818,M,21,175,68,Australia,1976,Cycling,NA
85818,M,25,175,68,Australia,1980,Cycling,NA
85831,M,19,180,83,Australia,1968,Cycling,NA
85856,M,23,182,76,UK,1976,Cycling,NA
85877,M,27,180,70,France,1968,Athletics,NA
85913,M,27,190,102,USA,1960,Athletics,Gold
85927,F,26,168,52,Italy,2000,Athletics,NA
85938,F,24,168,60,Germany,1988,Cycling,Silver
85944,M,32,190,100,UK,2004,Athletics,NA
86113,M,27,195,83,USA,2004,Athletics,NA
86438,M,30,186,94,Germany,2008,Cycling,Bronze
86440,F,22,165,59,UK,1976,Athletics,NA
86494,M,26,176,61,Japan,1936,Athletics,Silver
86559,M,26,173,77,Japan,2012,Cycling,NA
86576,M,21,176,67,Japan,1968,Athletics,NA
86675,F,18,174,66,UK,1960,Swimming,NA
86857,F,22,176,65,Germany,1988,Swimming,Gold
86928,F,17,165,61,UK,1964,Swimming,NA
86955,M,26,178,73,Australia,1968,Athletics,Silver
86970,M,26,184,62,Germany,1968,Athletics,NA
86985,M,24,185,82,Australia,2004,Swimming,NA
87312,M,21,168,65,Japan,1972,Cycling,NA
87354,F,23,168,58,Australia,1984,Athletics,NA
87404,F,28,174,52,Russia,1992,Athletics,Silver
87416,M,25,185,75,Italy,1992,Athletics,NA
87631,F,30,163,83,UK,1988,Athletics,NA
87632,M,34,184,67,Canada,1960,Athletics,NA
87646,F,21,157,44,USA,1988,Athletics,NA
87658,M,21,182,77,USA,1936,Athletics,Silver
87666,F,28,168,70,Canada,2016,Cycling,NA
87673,M,21,183,86,Canada,2004,Swimming,NA
87758,M,23,184,83,Germany,1964,Athletics,NA
87769,M,22,189,82,Italy,1936,Athletics,Bronze
87876,M,19,181,73,Canada,1936,Athletics,NA
87968,M,19,167,65,Japan,1924,Athletics,NA
88078,M,21,191,74,Germany,2004,Swimming,NA
88124,M,27,177,71,Australia,2000,Cycling,NA
88143,M,15,183,83,Japan,1984,Swimming,NA
88143,M,23,183,83,Japan,1992,Swimming,NA
88168,M,24,178,70,Canada,1996,Athletics,NA
88232,M,23,187,82,Canada,1992,Swimming,NA
88232,M,23,187,82,Canada,1992,Swimming,NA
88482,F,23,167,60,UK,2008,Athletics,NA
88531,M,25,182,75,Japan,2008,Swimming,NA
88536,M,18,170,62,Japan,1984,Swimming,NA
88651,F,16,185,68,Canada,2016,Swimming,NA
88797,M,28,176,72,Russia,1964,Cycling,NA
88799,M,25,174,60,Russia,1980,Athletics,NA
88882,M,23,195,82,USA,1992,Swimming,NA
88910,M,19,185,86,Canada,1976,Athletics,NA
89113,M,25,177,72,Australia,2000,Cycling,NA
89117,F,22,171,63,Australia,1996,Swimming,Silver
89138,M,17,174,75,USA,1956,Swimming,NA
89167,F,29,165,57,Japan,2004,Swimming,NA
89169,F,31,164,45,Japan,2016,Athletics,NA
89189,F,14,164,55,Japan,1968,Swimming,NA
89216,F,27,178,76,UK,2012,Athletics,NA
89439,F,20,165,61,USA,2016,Athletics,NA
89523,F,28,178,61,USA,1996,Athletics,NA
89659,M,23,180,76,Australia,2012,Cycling,Silver
89659,M,27,180,76,Australia,2016,Cycling,NA
89679,M,22,177,67,Japan,1996,Athletics,NA
89692,M,20,165,68,Japan,1956,Cycling,NA
89692,M,24,165,68,Japan,1960,Cycling,NA
89697,M,25,181,73,USA,1924,Athletics,Gold
89707,F,20,170,59,USA,1932,Athletics,Silver
89730,F,21,161,53,UK,1984,Swimming,NA
89843,F,25,179,73,France,1948,Athletics,Gold
89893,F,23,180,65,Germany,1992,Swimming,Silver
89975,M,26,169,63,Japan,1964,Athletics,NA
90020,F,22,185,70,Germany,1988,Swimming,Gold
90025,M,24,179,83,Germany,1972,Cycling,Silver
90179,F,18,170,55,Canada,2016,Swimming,Bronze
90187,F,18,178,72,Australia,1992,Swimming,NA
90192,M,24,183,70,UK,1980,Athletics,Bronze
90212,M,25,170,61,UK,1912,Athletics,Bronze
90333,F,25,176,67,Russia,1964,Athletics,NA
90366,M,30,176,86,Russia,1968,Athletics,NA
