ID,Sex,Age,Height,Weight,Country,Year,Sport,Medal
42065,F,15,171,59,Australia,1972,Swimming,NA
42122,F,28,170,53,Italy,1972,Athletics,NA
42159,M,23,188,79,Germany,1968,Cycling,NA
42183,M,37,179,79,Germany,2012,Cycling,NA
42200,M,29,166,63,Russia,1956,Athletics,NA
42289,M,25,178,65,UK,1964,Athletics,Silver
42289,M,25,178,65,UK,1964,Athletics,NA
42519,M,27,188,120,Canada,1984,Athletics,NA
42558,F,26,166,47,France,1992,Athletics,NA
42591,M,28,199,99,Russia,2016,Swimming,NA
42592,F,28,168,50,Russia,2012,Athletics,NA
42646,M,26,180,75,Canada,2000,Cycling,NA
42720,M,26,189,70,Germany,1964,Swimming,Silver
42723,M,24,185,75,USA,1984,Athletics,NA
42751,F,31,175,62,USA,1988,Athletics,NA
42782,F,15,170,56,Canada,2000,Swimming,NA
42803,M,23,203,105,USA,2008,Swimming,Gold
42806,F,17,178,67,Australia,1996,Swimming,NA
42833,M,22,181,91,Germany,1960,Athletics,NA
42872,F,28,170,57,USA,1988,Athletics,Gold
42925,M,24,188,84,Russia,1980,Athletics,NA
42928,M,34,180,70,Russia,1972,Athletics,NA
42936,F,29,164,53,Australia,2000,Cycling,NA
42953,F,19,172,65,Italy,2008,Swimming,NA
43042,M,24,179,72,Russia,2000,Cycling,NA
43046,M,20,198,90,Russia,1972,Swimming,Silver
43151,M,24,201,88,Germany,1988,Swimming,NA
43151,M,24,201,88,Germany,1988,Swimming,NA
43193,M,24,185,72,Italy,1992,Athletics,NA
43241,F,21,179,66,Australia,2016,Swimming,Silver
43269,M,26,183,75,USA,2004,Athletics,NA
43338,F,19,162,57,Germany,1968,Swimming,NA
43342,M,25,172,73,Germany,1976,Cycling,Gold
43468,M,16,185,72,Italy,1972,Swimming,NA
43470,F,31,163,54,USA,2016,Cycling,NA
43512,F,23,160,55,Italy,2008,Cycling,NA
43512,F,27,160,55,Italy,2012,Cycling,NA
43529,F,22,167,55,France,2008,Athletics,NA
43565,M,22,163,59,Italy,1972,Athletics,NA
43688,F,23,168,50,USA,1992,Athletics,NA
43688,F,27,168,50,USA,1996,Athletics,Gold
43716,M,20,160,55,France,1920,Athletics,Gold
43716,M,20,160,55,France,1920,Athletics,NA
43923,F,25,167,58,UK,1992,Athletics,Bronze
43944,M,21,179,72,Germany,1984,Cycling,Bronze
43961,F,19,163,51,China,1984,Swimming,NA
44014,F,30,178,63,Russia,2012,Athletics,NA
44017,F,17,167,50,Canada,1972,Swimming,Bronze
44050,M,20,183,83,Russia,1968,Swimming,Bronze
44118,F,18,175,61,USA,1968,Swimming,Silver
44201,M,21,183,68,USA,1956,Athletics,Silver
44222,M,26,188,86,France,1992,Swimming,NA
44231,M,20,187,83,UK,2016,Swimming,NA
44282,F,20,173,59,Italy,2012,Swimming,NA
44460,M,30,181,76,Germany,1988,Athletics,NA
44471,M,24,183,71,Germany,1992,Athletics,NA
44479,M,19,196,84,USA,2016,Swimming,NA
44479,M,19,196,84,USA,2016,Swimming,Gold
44602,F,16,175,58,Germany,1992,Swimming,Bronze
44732,F,22,171,62,UK,1984,Athletics,NA
44745,M,17,177,71,Japan,2012,Swimming,Bronze
44991,M,26,185,99,USA,1960,Athletics,NA
44991,M,30,185,99,USA,1964,Athletics,NA
45023,F,20,170,63,UK,1988,Athletics,NA
45031,M,29,180,61,USA,2012,Athletics,NA
45039,M,25,198,99,USA,2000,Swimming,Bronze
45039,M,29,198,99,USA,2004,Swimming,Bronze
45133,F,18,172,64,UK,2008,Swimming,NA
45133,F,22,172,64,UK,2012,Swimming,NA
45136,M,21,173,59,USA,1908,Athletics,NA
45245,M,27,173,61,UK,1992,Athletics,NA
45303,F,23,179,63,Australia,1988,Athletics,NA
45332,F,28,171,65,USA,2012,Cycling,Silver
45424,M,25,179,62,China,2004,Athletics,NA
45462,F,22,163,51,China,2008,Athletics,NA
45498,M,25,178,55,China,2004,Athletics,NA
45537,M,28,175,78,UK,1960,Cycling,NA
45565,F,14,179,66,Australia,1976,Swimming,NA
45582,F,24,169,56,Australia,1996,Athletics,NA
45582,F,24,169,56,Australia,1996,Athletics,NA
45684,M,22,183,85,USA,2004,Swimming,Silver
45684,M,30,183,85,USA,2012,Swimming,Gold
45702,F,18,167,59,USA,1988,Swimming,NA
45825,F,26,175,67,Australia,2004,Swimming,Silver
45825,F,26,175,67,Australia,2004,Swimming,NA
45825,F,26,175,67,Australia,2004,Swimming,Gold
45833,F,30,168,66,USA,1996,Athletics,NA
45881,M,17,185,80,China,2012,Swimming,Bronze
45972,M,22,178,77,USA,1996,Athletics,Silver
46015,F,25,180,70,USA,2012,Swimming,NA
46083,F,14,173,64,USA,1960,Swimming,NA
46093,M,24,171,67,UK,1988,Athletics,NA
46115,M,21,168,58,UK,1924,Athletics,NA
46137,M,22,183,88,UK,1988,Athletics,NA
46200,M,20,173,73,UK,1964,Cycling,NA
46203,M,21,183,81,USA,1960,Swimming,Gold
46246,F,22,178,66,Germany,2004,Swimming,NA
46294,M,23,198,91,Australia,2016,Athletics,NA
46340,F,18,160,53,Japan,1996,Swimming,NA
46341,F,17,162,58,Japan,1976,Swimming,NA
46360,M,21,175,68,Australia,1984,Athletics,NA
46361,F,25,164,48,Australia,2000,Athletics,NA
46364,M,19,183,71,Canada,1976,Cycling,NA
46393,F,22,183,62,Germany,1992,Swimming,Gold
46393,F,26,183,62,Germany,1996,Swimming,Silver
46403,F,16,165,56,Japan,2016,Swimming,NA
46543,F,28,163,45,USA,2012,Athletics,NA
46583,F,16,160,49,Japan,1976,Swimming,NA
46637,F,18,177,64,China,2016,Swimming,NA
46802,F,35,165,47,Japan,2008,Athletics,NA
46810,M,24,174,67,Japan,1964,Athletics,NA
46811,M,17,171,72,Japan,1992,Swimming,NA
46841,M,21,183,73,USA,1984,Swimming,Gold
46842,F,24,152,58,USA,2012,Athletics,NA
46856,M,27,188,80,UK,2000,Cycling,NA
46868,M,24,177,75,USA,1976,Athletics,NA
46884,F,21,178,68,UK,2008,Swimming,NA
46885,M,29,181,67,Australia,1976,Athletics,NA
46910,M,29,183,91,USA,2008,Athletics,NA
46911,F,16,178,68,USA,1964,Swimming,NA
47042,M,27,191,100,Germany,1996,Athletics,NA
47081,F,25,178,64,USA,1996,Swimming,Silver
47096,M,24,165,58,USA,1912,Athletics,NA
47236,M,21,199,90,Germany,1996,Swimming,NA
47245,F,21,174,65,Germany,1980,Athletics,NA
47252,M,21,183,78,Germany,2004,Swimming,NA
47265,F,19,182,71,Germany,1960,Athletics,Silver
47284,M,22,187,72,Germany,2016,Athletics,NA
47380,M,24,185,75,USA,1952,Athletics,NA
47415,M,24,188,77,Germany,2004,Swimming,NA
47515,M,24,187,72,UK,1968,Athletics,NA
47534,F,17,172,67,Germany,1976,Swimming,NA
47558,M,22,183,77,USA,1976,Swimming,Silver
47582,F,25,170,54,USA,2008,Athletics,Gold
47584,M,25,184,81,Australia,1996,Athletics,NA
47585,F,20,158,49,Australia,2012,Cycling,NA
47619,M,32,168,54,USA,1924,Athletics,Silver
47619,M,36,168,54,USA,1928,Athletics,NA
47619,M,40,168,54,USA,1932,Athletics,NA
47625,F,30,170,60,Germany,2004,Swimming,NA
47641,F,28,173,57,USA,2004,Athletics,NA
47677,M,28,174,76,Germany,1968,Swimming,NA
47691,M,25,183,74,France,2008,Swimming,NA
47766,M,24,187,74,Germany,1992,Athletics,NA
47781,F,27,169,62,Germany,2016,Swimming,NA
47854,F,22,178,75,Germany,1996,Swimming,NA
47888,M,22,173,61,UK,1980,Cycling,NA
47902,M,28,181,83,Germany,1968,Athletics,NA
47932,M,29,191,75,USA,2000,Athletics,NA
47968,M,23,180,73,France,1972,Swimming,NA
48179,M,18,192,74,Germany,1988,Swimming,NA
48245,M,26,171,62,Germany,1952,Athletics,NA
48250,M,21,185,90,Germany,1980,Cycling,Gold
48313,M,27,160,49,France,1920,Athletics,NA
48313,M,31,160,49,France,1924,Athletics,Bronze
48345,F,17,170,62,Australia,1996,Athletics,NA
48345,F,21,170,62,Australia,2000,Athletics,NA
48353,M,38,180,66,USA,1956,Athletics,NA
48380,M,25,172,68,Germany,1936,Athletics,NA
48406,M,21,191,80,USA,1968,Swimming,Gold
48415,M,24,180,74,UK,2000,Swimming,NA
48416,F,35,168,52,USA,2000,Athletics,NA
48546,F,14,156,53,Germany,1972,Swimming,NA
48552,M,31,178,72,UK,1920,Athletics,Gold
48561,F,23,164,53,USA,1996,Athletics,NA
48563,M,26,174,88,Australia,2000,Cycling,Bronze
48592,M,26,167,61,UK,1964,Athletics,NA
48631,M,22,180,66,USA,1904,Athletics,Gold
48648,M,23,165,63,USA,1964,Cycling,NA
48663,M,19,183,77,USA,1992,Cycling,NA
48663,M,23,183,77,USA,1996,Cycling,NA
48696,M,22,183,81,USA,1968,Athletics,Gold
48709,M,23,187,79,Germany,1988,Swimming,Bronze
48709,M,23,187,79,Germany,1988,Swimming,Silver
48760,F,19,158,51,Japan,1992,Swimming,NA
48803,M,27,160,58,Japan,1956,Athletics,NA
48832,M,32,178,65,France,2012,Athletics,NA
48845,F,22,167,63,UK,1932,Athletics,Bronze
48972,M,20,180,71,UK,1960,Cycling,NA
49080,F,25,180,79,USA,2008,Swimming,Bronze
49080,F,25,180,79,USA,2008,Swimming,Silver
49126,M,20,175,64,Germany,1908,Athletics,NA
49141,F,19,168,62,Germany,1956,Athletics,NA
49144,M,18,197,87,Germany,1988,Swimming,NA
49185,M,34,167,56,Germany,1906,Athletics,NA
49220,M,35,175,69,UK,1968,Athletics,NA
49244,F,22,172,66,USA,1984,Swimming,Gold
49264,M,26,185,73,Germany,2004,Athletics,NA
49322,F,25,170,59,Canada,2012,Athletics,NA
49323,M,21,185,72,France,1992,Swimming,NA
49323,M,21,185,72,France,1992,Swimming,NA
49490,M,23,180,66,USA,1908,Athletics,NA
49498,F,34,163,55,UK,2004,Athletics,Gold
49623,F,18,183,64,Germany,1976,Athletics,NA
49692,M,20,173,68,Japan,1972,Swimming,NA
49708,M,20,183,70,Australia,1980,Athletics,NA
49708,M,25,183,70,Australia,1984,Athletics,Silver
49815,M,23,175,72,UK,1976,Athletics,NA
49819,F,20,174,63,Italy,2012,Athletics,NA
49983,F,23,168,62,Germany,1988,Swimming,Bronze
49984,F,23,180,69,Canada,2012,Swimming,NA
50031,M,17,183,64,USA,1968,Swimming,Bronze
50046,M,27,191,86,Canada,2012,Swimming,NA
50140,F,25,175,64,Australia,2016,Cycling,NA
50150,M,26,172,65,Japan,1952,Athletics,NA
50151,F,17,161,50,Japan,1988,Swimming,NA
50151,F,17,161,50,Japan,1988,Swimming,NA
50238,M,25,183,69,Canada,2016,Cycling,NA
50240,F,23,160,54,USA,2016,Athletics,NA
50257,F,15,162,50,USA,1960,Swimming,NA
50262,M,20,184,80,Australia,1992,Swimming,Silver
50317,M,25,187,73,USA,1972,Cycling,NA
50320,F,15,173,63,Canada,1992,Swimming,NA
50320,F,19,173,63,Canada,1996,Swimming,NA
50328,M,20,178,75,USA,1996,Athletics,NA
50331,F,22,170,53,USA,1984,Athletics,Gold
50355,M,27,183,81,UK,1992,Swimming,NA
50383,M,32,185,93,UK,2008,Cycling,Gold
50403,F,29,163,52,UK,1984,Athletics,NA
50442,M,19,176,70,Germany,1972,Swimming,NA
50465,F,15,166,62,Russia,1968,Swimming,NA
50566,M,26,182,80,China,2008,Athletics,NA
50608,M,20,189,65,China,2008,Athletics,NA
50624,F,23,165,54,China,2012,Cycling,NA
50655,F,18,170,68,China,1988,Swimming,NA
50657,F,21,175,65,China,2004,Athletics,NA
50685,M,20,170,66,USA,1924,Athletics,Gold
50778,F,27,166,48,USA,2012,Athletics,NA
50799,F,14,164,59,Australia,1972,Swimming,NA
50810,M,21,190,93,Australia,2000,Swimming,Bronze
50859,F,23,175,72,Canada,1996,Cycling,Bronze
50859,F,27,175,72,Canada,2000,Cycling,NA
50859,F,39,175,72,Canada,2012,Cycling,NA
50959,M,23,170,57,USA,1920,Athletics,NA
50977,M,22,186,75,Canada,1936,Athletics,NA
51002,M,27,178,74,Australia,1964,Cycling,NA
51020,M,16,175,65,China,1984,Cycling,NA
51020,M,20,175,65,China,1988,Cycling,NA
51023,F,20,175,63,Germany,1992,Swimming,Silver
51033,F,27,168,55,Canada,2008,Swimming,NA
51158,M,27,183,87,Australia,2008,Swimming,NA
51174,F,21,180,68,France,2000,Athletics,NA
51260,F,22,186,84,Germany,2016,Athletics,NA
51280,M,22,185,71,Canada,1948,Athletics,NA
51280,M,22,185,71,Canada,1948,Athletics,NA
51314,M,16,183,86,Canada,1964,Swimming,NA
51314,M,20,183,86,Canada,1968,Swimming,Silver
51435,M,19,176,69,UK,1996,Athletics,Silver
51474,M,22,184,70,France,1988,Swimming,NA
51474,M,22,184,70,France,1988,Swimming,NA
51525,M,24,175,68,UK,1956,Athletics,Bronze
51710,M,19,176,67,Russia,2004,Cycling,Gold
51740,M,37,174,64,Germany,2000,Athletics,NA
51777,F,16,170,56,Japan,2016,Swimming,NA
51805,M,24,186,112,Russia,2008,Athletics,NA
51808,F,27,174,63,France,2012,Athletics,NA
52134,F,25,160,43,Italy,2016,Athletics,NA
52201,M,25,179,78,Japan,2004,Cycling,Silver
52208,M,21,168,65,Japan,1992,Athletics,NA
52235,F,30,181,63,Australia,2000,Athletics,NA
52358,M,22,178,64,Japan,2012,Swimming,Bronze
52358,M,26,178,64,Japan,2016,Swimming,NA
52377,M,25,187,80,Australia,2016,Swimming,NA
52554,F,26,174,64,Russia,2008,Athletics,Gold
52663,F,32,166,62,Russia,1964,Athletics,NA
52671,F,23,173,61,Japan,2008,Swimming,NA
52736,M,23,171,63,Russia,1952,Athletics,NA
52791,M,21,186,76,Russia,1992,Athletics,NA
52817,M,27,173,67,Russia,1964,Athletics,NA
52858,F,23,163,52,Russia,1992,Athletics,NA
52920,M,23,180,72,USA,1972,Swimming,NA
52920,M,23,180,72,USA,1972,Swimming,Bronze
52950,M,29,174,54,Japan,2008,Athletics,NA
52962,M,24,175,78,Japan,1968,Swimming,NA
52963,F,17,159,50,Japan,1996,Swimming,NA
53007,M,20,192,90,Russia,2012,Swimming,Bronze
53007,M,24,192,90,Russia,2016,Swimming,NA
53084,M,16,185,71,Canada,1964,Swimming,NA
53088,F,16,175,69,UK,1968,Swimming,NA
53116,F,21,184,76,UK,2008,Swimming,NA
53117,F,27,168,54,UK,2012,Athletics,NA
53137,M,23,190,85,Canada,1992,Athletics,NA
53139,F,19,169,57,USA,1948,Athletics,NA
53140,F,16,175,52,UK,2000,Swimming,NA
53151,M,27,185,80,Australia,1996,Athletics,NA
53189,M,22,178,64,USA,1908,Athletics,Bronze
53202,F,29,155,51,UK,1996,Athletics,NA
53202,F,29,155,51,UK,1996,Athletics,NA
53221,M,24,182,79,Germany,1964,Swimming,Silver
53310,F,15,171,56,Germany,1976,Swimming,NA
53311,M,23,190,82,USA,1988,Swimming,Gold
53470,M,22,180,75,UK,2012,Swimming,NA
53596,M,24,197,95,Canada,2004,Swimming,NA
53872,M,24,175,61,USA,1920,Athletics,NA
53956,M,23,175,72,Australia,1976,Swimming,NA
53970,M,21,167,58,USA,1900,Athletics,Gold
53976,M,23,191,76,UK,1968,Swimming,NA
54001,M,26,207,120,Germany,2016,Athletics,Bronze
54094,M,28,175,65,France,1964,Athletics,NA
54268,M,21,173,79,UK,1964,Swimming,NA
54268,M,21,173,79,UK,1964,Swimming,NA
54273,M,20,190,82,UK,1972,Athletics,Silver
54273,M,24,190,82,UK,1976,Athletics,NA
54293,M,20,180,66,USA,1920,Athletics,NA
54316,F,36,165,50,USA,1996,Athletics,NA
54409,M,18,185,88,USA,2004,Swimming,NA
54655,F,16,176,58,Canada,1960,Athletics,NA
54779,M,20,199,88,China,2012,Swimming,Bronze
54797,F,25,178,69,China,2012,Cycling,NA
54805,F,30,167,68,China,2004,Cycling,Silver
54808,F,20,172,63,China,2012,Swimming,NA
54808,F,20,172,63,China,2012,Swimming,Gold
54808,F,20,172,63,China,2012,Swimming,NA
54875,M,19,178,73,China,1984,Swimming,NA
54916,F,19,161,55,Japan,1956,Swimming,NA
54916,F,23,161,55,Japan,1960,Swimming,NA
55036,M,42,180,72,Canada,1984,Athletics,NA
55289,M,30,185,84,Germany,2016,Athletics,NA
55293,M,32,183,73,Germany,1968,Athletics,NA
55357,M,21,186,75,USA,1968,Swimming,Gold
55413,F,28,163,50,Australia,1992,Athletics,NA
55430,M,24,183,77,USA,1992,Athletics,NA
55430,M,28,183,77,USA,1996,Athletics,Gold
55438,M,27,177,73,Australia,2000,Athletics,NA
55444,M,25,190,91,USA,1960,Athletics,Gold
55471,M,33,163,70,UK,1920,Cycling,Silver
55486,F,26,170,59,USA,2012,Athletics,NA
55501,M,22,179,73,UK,1924,Athletics,Silver
55501,M,26,179,73,UK,1928,Athletics,NA
55581,M,24,189,72,France,2016,Swimming,NA
55644,M,20,179,76,UK,1960,Athletics,Bronze
55649,F,21,179,70,Canada,1972,Athletics,NA
55682,M,24,165,59,Canada,1968,Cycling,NA
55685,M,18,183,77,USA,1976,Athletics,NA
55688,M,26,180,75,UK,1948,Athletics,NA
55692,F,26,177,68,Australia,2012,Swimming,Silver
55703,F,24,178,68,USA,2000,Athletics,NA
55746,M,35,170,61,USA,1952,Athletics,NA
55862,F,29,171,63,Germany,2008,Cycling,NA
55917,F,17,178,66,USA,1988,Swimming,NA
55933,M,20,190,90,Australia,1972,Cycling,NA
56029,M,24,190,103,France,1988,Athletics,NA
56064,M,20,194,71,Canada,1976,Athletics,Silver
56076,F,18,183,70,USA,2004,Swimming,NA
56076,F,22,183,70,USA,2008,Swimming,NA
56085,F,22,178,70,USA,1984,Athletics,NA
56304,M,21,182,75,Germany,1964,Swimming,NA
56518,M,23,188,75,Canada,2000,Cycling,NA
56518,M,31,188,75,Canada,2008,Cycling,NA
56712,M,24,185,80,Germany,1960,Athletics,Silver
56718,F,25,175,59,USA,1992,Athletics,NA
56975,M,23,184,77,Germany,1906,Athletics,NA
57017,M,24,172,67,Japan,1964,Athletics,NA
57085,M,26,188,87,Russia,1976,Cycling,Gold
57088,M,32,180,85,Japan,2000,Cycling,NA
57108,M,22,185,75,France,1960,Swimming,NA
57175,F,17,166,57,Japan,1992,Swimming,NA
57175,F,17,166,57,Japan,1992,Swimming,NA
57185,M,24,171,66,Japan,2012,Swimming,NA
57247,F,27,160,43,Russia,2012,Athletics,Silver
57361,M,23,190,76,Russia,2004,Swimming,NA
57706,M,27,192,75,Russia,2008,Cycling,NA
57840,F,26,158,47,Russia,1996,Athletics,NA
57875,M,26,180,80,Germany,1960,Cycling,NA
58045,F,25,166,55,Russia,1976,Athletics,NA
58052,M,25,190,85,Germany,1968,Swimming,NA
58075,F,22,161,53,Germany,1964,Athletics,NA
58083,F,21,170,60,Germany,1936,Athletics,Bronze
58173,F,20,152,45,Japan,1996,Athletics,NA
58177,M,23,175,68,Japan,2016,Athletics,NA
58254,F,29,175,66,Russia,1996,Athletics,NA
58313,M,24,178,62,Australia,2008,Athletics,NA
58331,M,18,173,61,Canada,1972,Cycling,NA
58405,M,41,166,56,USA,2016,Athletics,NA
58514,M,20,193,77,USA,1932,Athletics,NA
58515,M,27,182,65,France,1932,Athletics,NA
58521,M,22,198,97,USA,2004,Swimming,Gold
58521,M,22,198,97,USA,2004,Swimming,Bronze
58521,M,26,198,97,USA,2008,Swimming,Gold
58550,F,18,161,53,Germany,1928,Athletics,Bronze
58566,M,24,176,66,USA,1908,Athletics,Silver
58581,M,22,178,73,Canada,1988,Swimming,NA
58590,M,20,182,85,Australia,1992,Cycling,Silver
58590,M,36,182,85,Australia,2008,Cycling,NA
58598,F,19,170,57,UK,1976,Swimming,NA
58636,F,17,175,66,USA,1972,Swimming,NA
58653,M,26,180,61,Germany,1972,Athletics,NA
58660,F,18,160,56,USA,1960,Swimming,Gold
58774,F,24,174,60,UK,1988,Athletics,NA
58809,M,24,188,75,Canada,1988,Athletics,NA
58839,M,25,171,66,Canada,1908,Athletics,Gold
58846,M,29,184,76,Australia,1908,Athletics,NA
58848,F,20,176,63,Canada,1988,Swimming,NA
58861,M,16,182,81,Australia,1976,Swimming,NA
58861,M,20,182,81,Australia,1980,Swimming,NA
58861,M,20,182,81,Australia,1980,Swimming,Gold
58862,F,14,165,46,France,1968,Swimming,NA
58879,F,14,165,48,UK,1980,Swimming,NA
59109,M,24,185,75,Russia,1996,Cycling,NA
59210,M,22,194,80,Russia,1980,Athletics,NA
59237,M,19,172,60,Russia,2004,Cycling,NA
59308,M,23,173,74,Russia,1964,Cycling,NA
59331,F,19,168,55,Russia,1952,Athletics,NA
59584,M,24,183,73,USA,1984,Cycling,Bronze
59609,F,22,179,62,Germany,1992,Swimming,Bronze
59743,M,24,190,84,USA,1992,Swimming,NA
60401,M,23,167,58,Japan,1964,Athletics,NA
60405,M,27,173,77,USA,2012,Athletics,NA
60413,F,18,160,50,Japan,1992,Swimming,NA
60485,F,15,168,55,UK,1992,Swimming,NA
60502,F,16,178,67,Canada,2008,Swimming,NA
60560,M,22,183,72,USA,1924,Athletics,Gold
60569,F,26,170,64,USA,2008,Cycling,Bronze
60656,M,28,191,80,Germany,2008,Athletics,NA
60692,M,21,180,80,Russia,1988,Cycling,Gold
60778,M,23,188,77,UK,2008,Swimming,NA
60797,F,27,166,52,Germany,1996,Athletics,NA
60807,M,19,182,72,Russia,1980,Swimming,NA
60826,M,20,198,84,Canada,2016,Swimming,NA
60827,F,21,166,57,Russia,2000,Athletics,NA
60870,M,26,187,80,Germany,1968,Cycling,Silver
60886,F,20,161,51,Japan,2008,Swimming,NA
60893,M,25,178,73,Japan,2008,Swimming,Gold
60893,M,29,178,73,Japan,2012,Swimming,NA
60896,M,23,162,51,Japan,1932,Athletics,NA
60905,M,23,183,75,Japan,1968,Swimming,NA
60954,M,19,172,66,USA,1912,Athletics,Gold
61118,M,22,185,80,Germany,1964,Swimming,Silver
61120,F,20,164,55,Germany,1952,Athletics,Silver
61133,M,29,179,78,Germany,1988,Athletics,NA
61141,M,23,181,78,Germany,1964,Athletics,NA
61148,F,17,167,48,USA,1992,Swimming,Gold
61216,F,18,171,60,Russia,1980,Swimming,NA
61221,M,31,177,76,Russia,1960,Cycling,Bronze
61237,M,18,191,81,Australia,1996,Swimming,NA
61238,M,31,185,103,Russia,1964,Athletics,Gold
61310,F,23,168,60,Russia,1960,Swimming,NA
61312,F,25,180,57,Russia,2016,Athletics,NA
61359,F,19,174,48,Germany,2016,Athletics,NA
61395,F,26,167,57,Germany,1936,Athletics,NA
61423,M,19,183,85,Canada,2000,Swimming,NA
61518,F,23,176,67,Germany,1984,Swimming,NA
61536,M,22,190,80,Australia,1964,Athletics,NA
61536,M,26,190,80,Australia,1968,Athletics,NA
61544,F,25,163,52,Germany,1992,Athletics,NA
61575,F,18,179,65,UK,1964,Athletics,NA
61693,F,15,180,67,Germany,1972,Swimming,Bronze
61699,M,20,177,72,Canada,1988,Cycling,NA
61715,M,22,183,77,Japan,2016,Swimming,Bronze
61718,M,32,196,127,Germany,2004,Athletics,NA
61760,M,25,168,64,Germany,1960,Athletics,NA
61775,M,26,185,83,Germany,2016,Swimming,NA
61916,M,24,176,70,Germany,1984,Athletics,NA
61984,M,21,178,72,Germany,1956,Cycling,NA
62002,M,20,172,65,Germany,1928,Athletics,NA
62016,F,18,169,61,Japan,1992,Swimming,NA
62019,M,25,175,62,Japan,1988,Athletics,NA
62104,M,24,176,80,Germany,1972,Athletics,NA
62142,M,27,175,64,France,1972,Athletics,NA
62172,M,23,174,80,Russia,1960,Swimming,NA
62173,M,22,175,74,Russia,1976,Athletics,NA
62245,M,21,193,76,Germany,1976,Athletics,NA
62253,M,23,174,64,Russia,2004,Cycling,NA
62279,F,27,172,60,Russia,1992,Athletics,NA
62330,F,27,172,65,USA,2004,Swimming,Gold
62382,F,26,170,64,Russia,2008,Athletics,NA
62390,F,28,160,56,Japan,2004,Athletics,NA
62428,F,27,183,78,Russia,2008,Athletics,NA
62429,F,15,160,46,China,2000,Swimming,NA
62494,M,19,167,68,USA,1952,Swimming,Silver
62523,M,20,187,85,Russia,1968,Swimming,NA
62530,M,30,183,77,Russia,1960,Athletics,NA
62543,F,16,172,68,Australia,1960,Swimming,Silver
62568,F,29,179,97,Russia,2000,Athletics,NA
62675,M,21,186,76,Russia,1980,Swimming,NA
62815,M,22,165,64,Russia,1972,Athletics,NA
62896,F,27,164,56,Russia,1968,Athletics,NA
62946,M,28,179,65,Japan,1988,Athletics,NA
63003,M,27,172,67,Russia,1972,Swimming,NA
63059,M,23,187,80,Russia,1992,Athletics,NA
63108,F,25,167,52,Russia,2012,Athletics,NA
63197,M,30,189,80,Germany,1972,Cycling,NA
63221,F,23,182,59,Russia,2000,Athletics,Bronze
63221,F,31,182,59,Russia,2008,Athletics,NA
63493,M,36,191,120,Russia,1992,Athletics,NA
63532,M,24,176,65,Japan,1972,Athletics,NA
63663,F,34,186,63,Germany,2004,Cycling,NA
63724,M,28,171,57,USA,1912,Athletics,NA
63743,M,25,176,71,France,2004,Athletics,NA
63778,M,21,188,80,Russia,2016,Swimming,NA
63823,F,19,180,58,Germany,1976,Athletics,NA
63825,F,29,176,72,Germany,1936,Athletics,NA
63883,M,20,187,81,Russia,1968,Swimming,NA
63912,M,28,187,87,USA,2004,Swimming,NA
63971,M,22,182,83,Germany,1968,Swimming,NA
63971,M,22,182,83,Germany,1968,Swimming,NA
63987,M,22,185,95,USA,1928,Athletics,NA
64144,M,22,175,67,Germany,1964,Athletics,NA
64145,F,31,184,94,Russia,2000,Athletics,NA
64316,M,25,193,125,USA,2004,Athletics,NA
64325,M,24,175,74,Germany,2012,Athletics,NA
64336,F,21,166,54,Germany,1936,Athletics,Silver
64427,M,20,189,83,Russia,1976,Swimming,Silver
64719,M,18,184,73,Germany,1980,Swimming,NA
64731,F,20,174,60,Germany,2004,Athletics,NA
64780,F,16,168,61,Australia,2012,Swimming,Gold
64782,M,26,183,76,Russia,1964,Athletics,NA
64814,M,25,187,74,Russia,1976,Athletics,NA
64839,M,25,190,86,Russia,1996,Swimming,Bronze
64922,F,26,186,89,Germany,1996,Athletics,Gold
65073,M,22,196,98,Germany,1964,Swimming,NA
65094,F,24,171,61,Russia,2012,Athletics,NA
65120,M,24,184,76,Germany,1972,Athletics,NA
65128,M,24,174,68,Japan,1988,Athletics,NA
65181,M,21,170,72,Germany,1976,Athletics,Silver
65226,M,22,182,70,Germany,1976,Swimming,NA
65295,M,28,190,93,Russia,1980,Athletics,Silver
65402,M,28,185,83,Russia,1960,Athletics,Bronze
65505,M,19,175,77,China,1996,Swimming,NA
65505,M,23,175,77,China,2000,Swimming,NA
65516,M,19,168,53,China,1976,Cycling,NA
65595,F,29,176,64,Italy,2012,Athletics,NA
65706,F,26,164,53,Australia,2016,Athletics,NA
65758,M,27,200,85,France,2012,Swimming,NA
65778,M,19,188,77,France,2004,Cycling,NA
65784,M,24,188,75,Australia,1996,Athletics,NA
65854,M,41,173,58,USA,2016,Athletics,NA
65979,M,24,172,63,UK,1960,Cycling,NA
66086,F,29,182,88,UK,2016,Athletics,NA
66166,M,19,183,77,Italy,1988,Swimming,NA
66166,M,19,183,77,Italy,1988,Swimming,NA
66192,M,27,178,63,Italy,1992,Athletics,NA
66192,M,31,178,63,Italy,1996,Athletics,Bronze
66208,M,26,180,76,France,1972,Athletics,NA
66226,F,22,165,59,France,2016,Athletics,NA
66241,M,22,198,97,Germany,1996,Swimming,NA
66241,M,22,198,97,Germany,1996,Swimming,NA
66242,M,19,195,80,Germany,1972,Swimming,NA
66242,M,23,195,80,Germany,1976,Swimming,NA
66279,M,24,178,63,France,1988,Cycling,NA
66313,F,16,169,57,Russia,1996,Swimming,NA
